schema_version,manifest,rater_id,rater_item_index,item_id,source,attribute,attribute_name,n_levels,moss_level,moss_label,rater_level,rater_label,fit,flagged,flag_reason,is_quality_check,qc_expect,listens,ms_on_item
a3-audit-1,voiceclap-a3-audit,rater_1,20,A3-222,Majestrino,ROUG,Roughness,7,2,"The vocal texture is smooth and even, without any noticeable roughness or vocal fry.",4,"The acoustic signal is heavily raspy and scratchy, revealing a highly weathered biological apparatus operating with significant internal friction. The vocal folds vibrate with a continuous, grinding noise floor, sounding like a speaker with a mild cold or a long-term smoking habit. This heavy grit is an inescapable, defining feature of the overall sonic footprint.",partial,0,,0,,1,38981
a3-audit-1,voiceclap-a3-audit,rater_1,21,A3-032,EMOLIA-BAL,R_NASL,Nasal Resonance,7,3,"There is a noticeable nasal coloring in the voice, making it sound higher and thinner than typical.",1,"The vocal delivery is completely clean and entirely devoid of any audible nasality, representing the absolute gold standard for clear, highly resonant broadcasting tone. The velum is perfectly raised, expertly directing the entire acoustic signal smoothly through the oral cavity without any high-frequency nasal leakage. The sound is rich, pure, and flawlessly balanced.",fits,0,,0,,1,33866
a3-audit-1,voiceclap-a3-audit,rater_1,22,A3-162,Majestrino,CHNK,Chunking,7,3,"Phrases are grouped into natural, conversational units with brief, regular pauses between them.",3,"The speech is grouped into natural, medium-length sentence-sized clauses that align perfectly with standard human breath cycles. Pauses occur naturally at grammatical boundaries, creating an easy-to-follow, balanced conversational rhythm. The respiratory management and acoustic spacing feel completely unremarkable and organically structured.",fits,0,,0,,2,58396
a3-audit-1,voiceclap-a3-audit,rater_1,23,A3-276,Multilingual-Wild,DARC,Dynamic Arc,7,,"The volume starts at a normal level and then drops to a soft, quiet whisper.",2,"The volume trajectory features a gentle, highly natural softening of acoustic power at the very end of the linguistic phrase. This minor dip in decibels is a standard, deeply organic human cadence used to gently signal the conclusion of a thought. The dynamic envelope 'lands' smoothly and softly without entirely losing its structural integrity.",fits,0,,0,,2,65663
a3-audit-1,voiceclap-a3-audit,rater_1,24,A3-025,EMOLIA-BAL,BRGT,Brightness,7,6,"The voice has a harsh, piercing quality with prominent high-frequency energy that feels abrasive and painful to the ears.",3,"The spectral balance represents the perfect, neutral baseline of natural human speech with an entirely even distribution of high and low frequencies. There is a highly functional mix of low-end body and high-end clarity that ensures perfect legibility without harshness. Sibilants and transients hit with standard, unexaggerated acoustic presence.",fits,0,,0,,1,52470
a3-audit-1,voiceclap-a3-audit,rater_1,25,A3-263,Multilingual-Wild,R_ORAL,Oral Resonance,7,3,"The articulation is clear and well-placed, with the mouth serving as the primary resonating chamber.",3,"The voice perfectly exemplifies the 'everyman' oral placement, utilizing the mouth as the highly balanced, primary acoustic resonating chamber. The vowels are cleanly shaped, the consonants are appropriately crisp, and the overall signal is exceptionally clear and easy to understand. It is the absolute, perfectly neutral baseline of standard human speech.",fits,0,,0,,1,43881
a3-audit-1,voiceclap-a3-audit,rater_1,26,A3-128,LAION-Got-Talent,EMPH,Emphasis,7,,"Key words are sharply emphasized with sudden increases in volume and pitch, creating a forceful and confrontational delivery.",5,"Content words are punched with aggressive, intense energy that aggressively forces the listener's attention to specific points. The emphasis pattern is highly percussive, utilizing sharp, forceful bursts of volume to highlight critical concepts. It is a commanding, highly active dynamic structure that bites through the audio mix.",fits,0,,0,,1,26907
a3-audit-1,voiceclap-a3-audit,rater_1,27,A3-003,EMOLIA-BAL,S_CONV,Conversational Style,7,3,"The delivery is highly interactive, with frequent micro-gaps and intonation lifts that invite listener feedback.",3,"The audio captures a perfectly standard, highly functional two-way conversational flow where the speaker actively and naturally shares the acoustic space. The delivery features highly subtle, perfectly timed micro-gaps and gentle intonation lifts designed specifically to allow the listener to nod, agree, or interject. The social rhythm is highly balanced, deeply respectful, and effortlessly interactive.",fits,0,,0,,1,37696
a3-audit-1,voiceclap-a3-audit,rater_1,28,A3-192,Majestrino,FULL,Fullness,7,,"The sound is full and rich, with a balanced spectral footprint that fills the acoustic space without feeling overwhelming.",3,"The audio features a solid, naturally healthy spectral bandwidth that feels organically complete and appropriately sized for a human speaker. It perfectly balances enough low-mid energy to sound grounded with enough high-end to sound distinctly realistic and present. The acoustic volume occupies a standard, highly comfortable amount of space.",fits,0,,0,,1,50732
a3-audit-1,voiceclap-a3-audit,rater_1,29,A3-029,EMOLIA-BAL,S_MONO,Monologue Style,7,0,"The speech is directed at an implied listener, with no indication of a monologue or internal thought being expressed aloud.",3,"The vocal delivery perfectly embodies the highly intimate, completely honest, and deeply unperformative tone of a person quietly reading a highly personal diary entry aloud. The speaker utilizes a highly soft, deeply vulnerable acoustic placement that completely strips away all social masks and formal projection. The audio is incredibly raw, highly private, and completely unconcerned with entertaining an external audience.",fits,0,,0,,1,48140
a3-audit-1,voiceclap-a3-audit,rater_1,30,A3-219,Majestrino,R_NASL,Nasal Resonance,7,3,"There is a distinct nasal coloring to the voice, making it sound higher and thinner than typical, with a slightly pinched quality.",3,"The acoustic profile features a distinctly obvious nasal coloring, making the fundamental tone sound significantly 'higher' and 'thinner' than its actual pitch. The voice strongly resembles a stereotypical, slightly pinched 'nerd' caricature, where a significant portion of the sound wave is constantly escaping through the nose. The overall delivery is noticeably bright and mildly squeezed.",fits,0,,0,,1,45813
a3-audit-1,voiceclap-a3-audit,rater_1,31,A3-041,EMOLIA-BAL,S_NEWS,Newsreader Style,7,1,"The speech lacks any urgency or projection, sounding like a casual, unstructured monologue with no broadcast energy.",4,"The speech features the highly polished, completely flawless delivery of a high-end studio news anchor operating with a perfectly 'neutral' broadcast accent. The speaker utilizes perfect, highly crisp diction and a deeply steady, highly predictable acoustic rhythm to effortlessly deliver complex information. The vocal tone is highly objective, deeply trustworthy, and perfectly structured.",fits,0,,0,,3,321006
a3-audit-1,voiceclap-a3-audit,rater_1,32,A3-169,Majestrino,STRU,Structure,7,,"The delivery lacks any logical progression or organization, consisting of a disjointed sequence of unrelated utterances without clear thematic or syntactic coherence.",3,"The speech maintains a basic, coherent logical flow that successfully moves from one idea to the next without losing the listener. The speaker utilizes standard conversational markers to link thoughts together in a naturally progressing chain. It is a functional, easily summarizable delivery of audio information.",fits,0,,0,,1,68803
a3-audit-1,voiceclap-a3-audit,rater_1,33,A3-001,EMOLIA-BAL,R_NASL,Nasal Resonance,7,3,"There is a noticeable nasal coloring to the voice, making it sound slightly higher and thinner than typical, with a pinched, cartoonish quality.",1,"The vocal delivery is completely clean and entirely devoid of any audible nasality, representing the absolute gold standard for clear, highly resonant broadcasting tone. The velum is perfectly raised, expertly directing the entire acoustic signal smoothly through the oral cavity without any high-frequency nasal leakage. The sound is rich, pure, and flawlessly balanced.",fits,0,,0,,1,23149
a3-audit-1,voiceclap-a3-audit,rater_1,34,A3-251,Multilingual-Wild,CLRT,Articulation Clarity,7,4,"Each word is clearly enunciated, with sharp consonants and distinct vowel sounds that make the message easy to follow.",5,"The articulation is incredibly precise and deliberate, with consonants carved out using high physical energy and perfectly shaped vowels. It has the sharp, commanding acoustic clarity of a classically trained stage actor or an elite broadcaster. Every acoustic boundary between sounds is meticulously managed and highly defined.",fits,0,,0,,1,51465
a3-audit-1,voiceclap-a3-audit,rater_1,35,A3-059,EMOLIA-BAL,AROU,Arousal,7,4,"The energy level remains high and engaged throughout, with a dynamic, impassioned delivery that conveys urgency and personal investment.",4,"The physiological activation is clearly elevated, driving the vocal apparatus with an energized, slightly urgent physical momentum. A perceptible 'hum' of high alertness buzzes through the audio, making the speech sound highly insistent, excited, or mildly anxious. The acoustic transients hit with noticeable, fast-paced physical force.",fits,0,,0,,1,31482
a3-audit-1,voiceclap-a3-audit,rater_1,36,A3-C10,LAION-Got-Talent,SMTH,Smoothness,7,5,"The rhythm is fluid and even, with no abrupt breaks or irregular timing patterns.",2,"The rhythmic grid is uneven and bumpy, characterized by frequent micro-hesitations and clumsy acoustic transitions. The speech lacks a steady, predictable pulse, sounding like an unprepared or organically flawed read. The acoustic envelope stumbles awkwardly from word to word without natural grace.",partial,0,,1,reject,1,35858
a3-audit-1,voiceclap-a3-audit,rater_1,37,A3-155,Majestrino,S_NEWS,Newsreader Style,7,4,"The speech is highly structured and objective, with a punchy, rhythmic delivery that mimics a professional news broadcast.",1,"The delivery is completely conversational and highly casual, sounding exactly like a person informally relaying a funny story to a close friend over drinks. The vocal tone entirely lacks the highly structured, deeply projected, and sharply objective acoustic markers required for a formal news read. The audio is highly relaxed, deeply subjective, and completely un-journalistic.",partial,0,,0,,1,92667
a3-audit-1,voiceclap-a3-audit,rater_1,38,A3-280,Multilingual-Wild,S_CASU,Casual Style,7,1,"The speech is highly formal and precise, with no slurring or relaxed pacing, indicating a serious and controlled delivery.",2,"The acoustic delivery is highly polite, distinctly friendly, but heavily guarded, perfectly capturing a standard, low-stakes interaction with a complete stranger. The speaker maintains a very safe, highly clear articulatory baseline without fully relaxing their physical posture or dropping their professional facade. The voice is functionally warm but completely lacks true, intimate looseness.",fits,0,,0,,1,47582
a3-audit-1,voiceclap-a3-audit,rater_1,39,A3-116,LAION-Got-Talent,VULN,Vulnerability,7,0,"The speaker's voice is completely impenetrable and heavily armored, projecting an absolute, unyielding emotional defense wall.",0,"The acoustic profile is completely impenetrable and heavily armored, projecting an absolute, unyielding emotional defense wall. The tone is hard, shiny, and highly guarded, mimicking the untouchable vocal posture of a mob boss or a drill sergeant where absolutely nothing emotional 'leaks out.' The psychological barrier is actively hostile to any connection.",fits,0,,0,,2,94961
a3-audit-1,voiceclap-a3-audit,rater_1,40,A3-288,Multilingual-Wild,S_NEWS,Newsreader Style,7,3,"The tone is objective and informative, with a slightly urgent, field-reporter-like energy that conveys immediacy.",1,"The delivery is completely conversational and highly casual, sounding exactly like a person informally relaying a funny story to a close friend over drinks. The vocal tone entirely lacks the highly structured, deeply projected, and sharply objective acoustic markers required for a formal news read. The audio is highly relaxed, deeply subjective, and completely un-journalistic.",fits,0,,0,,1,29081
a3-audit-1,voiceclap-a3-audit,rater_1,41,A3-111,LAION-Got-Talent,S_CART,Cartoonish Style,7,6,"The speech transforms into a complex, impossible sound effect with violent pops, piercing whistles, and extreme vocal manipulation.",5,"The delivery becomes completely zany and deeply chaotic, featuring a voice that actively and violently defies all standard laws of vocal physics and biological elasticity. The speaker executes highly rapid, completely jarring shifts from a massive, deeply guttural growl to an impossibly high, deeply piercing squeak within a single sentence. The acoustic performance is wildly unpredictable, highly extreme, and deeply exhausting.",fits,0,,0,,1,74283
a3-audit-1,voiceclap-a3-audit,rater_1,42,A3-246,Multilingual-Wild,S_AUTH,Authoritative Style,7,,"The speaker's tone is commanding and authoritative, projecting a sense of control and expectation of compliance.",4,"The vocal style is highly commanding and intensely projected, perfectly mimicking the loud, highly aggressive, and deeply forceful delivery of a police officer or military captain. The speaker utilizes highly shortened, deeply percussive sentences that physically strike the listener's ear, completely demanding immediate, highly absolute physical obedience. The acoustic posture is highly dominant, deeply intense, and entirely unyielding.",fits,0,,0,,1,25819
a3-audit-1,voiceclap-a3-audit,rater_1,43,A3-125,LAION-Got-Talent,S_WHIS,Whisper-Talk Style,7,3,"The vocal style is a highly aggressive 'stage whisper,' designed to be heard across a large room, with massive air pressure and sharp consonant articulation creating a piercing, intense acoustic effect.",0,"The vocal delivery is completely full-voiced, deeply ringing, and highly resonant, utilizing the absolute maximum, highly efficient vibration of the vocal folds to achieve massive, loud projection. The speaker completely fills the acoustic space with a completely uninhibited, deeply powerful fundamental tone that entirely lacks any breathy or unvoiced qualities. The audio is the absolute, highly robust antithesis of a quiet whisper.",partial,0,,0,,1,46398
a3-audit-1,voiceclap-a3-audit,rater_1,44,A3-013,EMOLIA-BAL,BRGT,Brightness,7,6,"The voice has a sharp, piercing quality with prominent high-frequency energy that feels harsh and sibilant.",4,"The high frequencies are distinctly well-defined and highly articulate, giving the voice a modern, crisp, and extremely present production quality. Every consonant slices through the audio mix with sharp transient clarity and beautifully distinct sibilance. The acoustic profile feels bright and forward without ever causing auditory fatigue.",fits,0,,0,,1,53366
a3-audit-1,voiceclap-a3-audit,rater_1,45,A3-225,Multilingual-Wild,BKGN,Background Noise,7,2,"The background is nearly silent, with only a faint, consistent room tone that does not interfere with the clarity of the speech.",1,"The background noise is almost entirely imperceptible, consisting only of the absolute faintest, microscopic trace of a high-quality room tone. The environmental isolation is incredibly strong, creating a highly focused acoustic space that remains deeply quiet without feeling completely unnatural or dead. The speaker's voice completely and effortlessly dominates the audio file.",fits,0,,0,,1,25019
a3-audit-1,voiceclap-a3-audit,rater_1,46,A3-085,LAION-Got-Talent,S_NEWS,Newsreader Style,7,1,"The news style is absent; the delivery is not punchy or objective, but rather deeply personal and emotionally driven.",2,"The acoustic profile captures the highly opinionated, distinctly loose, and slightly aggressive delivery typical of a modern YouTube commentator or amateur blogger. The speaker is highly energetic and completely legible, but heavily relies on a highly subjective, deeply informal vocal tone that entirely lacks traditional broadcast neutrality. The speech is highly engaging but strictly amateur in its journalistic posture.",fits,0,,0,,1,54433
a3-audit-1,voiceclap-a3-audit,rater_1,47,A3-211,Majestrino,EMPH,Emphasis,7,0,"There is no discernible emphasis on any particular word or phrase, as the volume and pitch are uniformly consistent.",1,"The emphasis is incredibly weak, with only the faintest, nearly undetectable shifts in volume or pitch to mark key words. The hierarchy of information is deeply buried, making it difficult to discern the core focus of the sentence through the audio alone. The dynamic delivery feels aimless and severely under-stressed.",fits,0,,0,,1,11008
a3-audit-1,voiceclap-a3-audit,rater_1,48,A3-049,EMOLIA-BAL,S_NEWS,Newsreader Style,7,3,"The speech is highly structured and objective, with a professional, slightly urgent tone typical of a field reporter.",2,"The acoustic profile captures the highly opinionated, distinctly loose, and slightly aggressive delivery typical of a modern YouTube commentator or amateur blogger. The speaker is highly energetic and completely legible, but heavily relies on a highly subjective, deeply informal vocal tone that entirely lacks traditional broadcast neutrality. The speech is highly engaging but strictly amateur in its journalistic posture.",fits,0,,0,,1,24820
a3-audit-1,voiceclap-a3-audit,rater_1,49,A3-113,LAION-Got-Talent,S_TECH,Teacher/Didactic Style,7,,"The speech is slow, fragmented, and filled with emotional pauses, making it difficult to follow or understand.",3,"The speech features the highly clear, deeply upbeat, and distinctly helpful vocal tone of an excellent, highly engaging modern YouTube tutorial or digital explainer. The speaker utilizes a highly friendly, deeply accessible acoustic rhythm, breaking down complex concepts with a bright, highly encouraging vocal placement. The delivery is highly effective, deeply welcoming, and perfectly paced.",fits,0,,0,,1,56154
a3-audit-1,voiceclap-a3-audit,rater_1,50,A3-273,Multilingual-Wild,VFLX,Velocity Flux,7,3,"The pace of the speech remains consistently slow and deliberate throughout, with no noticeable acceleration or deceleration.",4,"The speech trajectory features a subtle, natural forward lean, beginning slightly slower than normal and gently pushing the tempo faster as the phrase concludes. This mild acceleration from about 0.9x to 1.1x normal speed suggests a rising tide of engagement or growing confidence. The acoustic momentum subtly builds, creating a gently forward-moving vector.",fits,0,,0,,1,22734
a3-audit-1,voiceclap-a3-audit,rater_1,51,A3-207,Majestrino,R_MIXD,Mixed Resonance,7,3,"The voice blends chest and head resonance smoothly, creating a connected and balanced sound.",3,"The voice demonstrates a highly connected, perfectly standard level of speech-level mixing, successfully uniting the chest and head into one cohesive biological instrument. The acoustic transition between low and high frequencies is highly smooth, completely hiding the mechanical 'break' in the vocal folds. It is a highly reliable, completely healthy, and functionally unified vocal tone.",fits,0,,0,,1,67248
a3-audit-1,voiceclap-a3-audit,rater_1,52,A3-038,EMOLIA-BAL,CLRT,Articulation Clarity,7,,"The articulation is clear and precise, with well-defined consonants and vowels that are easy to distinguish.",4,"Every syllable is pronounced with crisp, distinct clarity, ensuring highly intelligible and clean phoneme boundaries. The consonants have a clear, precise bite, typical of a high-quality, professional narrator focused on maximum audio legibility. The delivery is sharp and clean without crossing into artificial exaggeration.",fits,0,,0,,1,15236
a3-audit-1,voiceclap-a3-audit,rater_1,53,A3-262,Multilingual-Wild,ATCK,Attack,7,,"The onset of each phrase is sharp and forceful, with a sudden, aggressive attack that emphasizes the speaker's frustration.",3,"The audio features a perfectly neutral, highly standard conversational onset that is appropriately confident without sounding physically aggressive. The vocal folds close with a healthy, completely unremarkable firmness that cleanly establishes the exact start of the acoustic phrase. It represents the highly functional, perfectly balanced baseline of healthy human speech initiation.",fits,0,,0,,1,21789
a3-audit-1,voiceclap-a3-audit,rater_1,54,A3-011,EMOLIA-BAL,RANG,Pitch Range,7,,"The pitch moves in a wide, exaggerated range, with dramatic rises and falls that create a theatrical, almost cartoonish effect.",4,"The pitch moves expressively across a wide range of notes, actively utilizing significant fundamental frequency highs and lows to project personality. The voice sounds lively, colorful, and deeply engaged, creating a dynamic and engaging melodic map. The sweeping pitch jumps clearly highlight the emotional intent of the speaker.",fits,0,,0,,1,69711
a3-audit-1,voiceclap-a3-audit,rater_1,55,A3-253,Multilingual-Wild,R_CHST,Chest Resonance,7,,"The voice carries a deep, rumbling quality that vibrates strongly in the chest, giving it a powerful and grounded presence.",2,"The voice utilizes a standard, lighter speaking resonance where the chest is only mildly participating in the overall acoustic output. The sound is predominantly centered in the mouth, offering just enough low-mid frequency support to sound functionally human without projecting heavy warmth. It is a highly common, slightly physically detached conversational tone.",partial,0,,0,,1,15954
a3-audit-1,voiceclap-a3-audit,rater_1,56,A3-153,Majestrino,S_MONO,Monologue Style,7,,"The speaker maintains a detached, monologue-style delivery, speaking as if addressing an unseen audience with no direct interaction or emotional engagement.",1,"The delivery is a highly projected, deeply public formal address, sounding exactly like a highly confident politician or leader delivering a massive speech to a huge crowd. While the speaker is technically the only person talking, the vocal tone is entirely outward-facing, highly performative, and distinctly designed to actively manipulate the emotions of a massive audience. The audio is completely public, deeply loud, and totally un-intimate.",fits,0,,0,,1,22136
a3-audit-1,voiceclap-a3-audit,rater_1,57,A3-054,EMOLIA-BAL,CHNK,Chunking,7,2,"The speaker uses short, punchy phrases with minimal pauses, creating a sense of continuous momentum.",2,"Breath units are consistently shorter than natural phrasing, characterized by cautious, highly separated groupings of words. The speaker frequently pauses after small clauses, breaking the sentence into small, easily digestible acoustic blocks. This results in a pedantic, heavily segmented delivery style that feels artificially paced.",fits,0,,0,,1,19530
